Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown
20200819,VI,828,,,,,,,,,828,,,,9,,,,,,,,,9,,,
20200819,VT,1533,1269,169,,54,2,,,31,8,57,1472,4,58,55,,,2,,,,1,0,0,58,0
20200819,WA,68689,17968,2802,20475,2331,774,1190,1266,1037,20846,20475,27368,20846,1822,1207,57,254,138,45,29,21,37,34,254,1534,34
20200819,WI,72134,46003,9670,,2031,689,,,6528,7213,15753,46810,9571,1067,770,218,,30,12,,,20,17,125,920,22
20200819,WV,8801,7051,677,,,,,,710,363,,,,166,58,3,,,,,,,105,,,
20200819,WY,3430,1745,34,465,20,421,8,,157,663,465,2385,663,34,15,0,2,0,14,,,0,3,2,29,3
20200816,AK,5060,1055,148,,113,597,177,124,111,2735,229,1625,3206,28,12,0,,2,10,4,0,0,0,0,28,0
20200816,AL,108433,31308,27226,,383,,,,5352,44172,6471,47880,54081,1898,958,744,,4,,,,40,136,55,1543,300
20200816,AR,52665,27735,11566,,726,153,2242,,5788,4455,11796,40869,0,599,359,158,,9,3,35,,35,0,53,546,0
20200816,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
20200816,AZ,193537,35705,4811,49819,1679,10583,,,4901,86039,49819,57679,86039,4506,1788,140,1327,51,497,,,72,631,1327,2548,631
20200816,CA,621562,68063,17130,235700,21537,960,2302,3397,51334,221139,235700,164723,221139,11224,3204,872,5098,1298,40,55,63,136,458,5098,5668,458
20200816,CO,53176,19467,2579,20339,1106,303,207,701,441,8034,20339,24804,,1768,1109,117,401,56,13,5,23,7,32,401,1330,32
20200816,CT,50897,17888,6710,9714,724,50,,168,315,15328,9714,25855,15328,4453,3260,658,390,48,2,,34,20,41,390,4022,41
20200816,DC,13220,2602,6592,,197,29,35,,3473,292,3334,7983,1903,597,63,443,77,8,,,,6,0,77,520,0
20200816,DE,16451,5714,4279,4065,216,,,,779,1398,4065,10988,1398,593,364,151,43,1,,,,8,26,43,524,26
20200816,FL,573416,127305,82656,155766,,,,,33967,173722,155766,203414,214236,9587,4486,1820,2332,,,,,403,546,2332,6142,1113
20200816,GA,237030,57407,59765,29741,3027,136,238,,6300,80416,29741,104355,102934,4702,2185,2059,295,78,4,6,,21,54,295,4307,100
20200816,GU,516,49,,,156,,219,,28,64,,,,5,,,,,,,,,5,,,5
20200816,HI,5042,351,29,,715,,936,,85,2926,,,,40,,,,,,,,,40,,,
20200816,IA,52443,36188,3671,,2097,524,524,,524,8915,9440,34615,8391,975,787,42,,24,4,11,,3,100,65,794,116
20200816,ID,27660,13078,297,,204,247,75,989,3028,9742,4785,9448,13426,269,249,3,,2,2,,,5,8,32,231,6
20200816,IL,207413,52502,32759,59227,5132,281,439,,7661,49412,59227,98774,49412,7955,3489,2098,1595,366,10,9,,52,336,1595,6024,125
20200816,IN,80415,39658,8925,,974,,,,12444,18414,8033,28783,43599,3133,1900,409,,16,,,,385,423,61,1512,1560
20200816,KS,33885,22264,2539,,1072,236,,,1866,5908,10640,15683,7562,402,289,68,,10,3,,,18,14,60,321,21
20200816,KY,39315,21040,3303,,516,114,45,1574,,12723,3286,21855,14174,813,609,108,,11,0,,19,,66,27,688,98
20200816,LA,137918,46718,49262,,6360,343,162,,11434,23639,,,137918,4507,2081,2054,,28,4,6,,20,314,109,3946,452
20200816,MA,123593,38632,11428,24907,2598,,,,6913,39115,24907,59571,39115,8838,6664,731,614,225,,,,551,53,614,8171,53
20200816,MD,100212,22168,31912,24672,1832,,,,4381,15247,24672,60293,15247,3639,1547,1493,418,136,,,,37,8,418,3213,8
20200816,ME,4168,2592,910,,107,7,2,33,127,390,178,3346,644,127,113,4,,0,0,0,0,0,10,0,107,20
20200816,MI,102259,44345,24544,,1897,422,,6768,6193,18090,8180,66468,27609,6592,3467,2575,,79,19,,96,126,230,131,5471,922
20200816,MN,65152,30429,13546,,3886,589,134,1128,7057,8383,12009,42384,10759,1752,1358,167,,74,32,3,22,30,66,81,1598,73
20200816,MO,67475,28340,12146,,,,,2024,2699,22266,6072,39135,22266,1367,817,437,,,,,10,50,53,47,1155,164
20200816,MP,50,,,,,,,,,50,,,,2,,,,,,,,,2,,,
20200816,MS,71755,22931,30041,2278,248,1220,,,5190,10228,2278,43893,25965,2080,898,1008,32,1,82,,,28,35,32,1808,244
20200816,MT,5750,3228,35,,20,797,,,54,1616,236,3760,1754,82,35,,,,18,,,,29,,,
20200816,NC,144952,60684,25967,,1845,1655,258,,17270,37273,36922,58254,49776,2347,1301,698,,31,32,4,,155,126,227,1878,242
20200816,ND,8587,,,,,,,,,8587,,,,105,,,,,,,,,105,,,
20200816,NE,30372,18700,1900,,1400,318,47,,1800,6207,10500,12600,7272,361,278,26,,18,10,0,,12,17,79,239,43
20200816,NH,6988,4505,346,834,185,,,,253,865,834,5289,865,423,390,9,11,4,,,,2,7,11,405,7
20200816,NJ,187455,42950,19780,35691,5881,,,,13021,70132,35691,81632,70132,15912,8474,2821,3140,868,,,,288,321,3140,12451,321
20200816,NM,23408,3244,426,10002,149,7925,,,,1662,10002,11744,1662,714,165,6,132,2,380,,,,29,132,553,29
20200816,NV,61305,11921,3340,15053,2929,196,,,6946,20920,15053,25332,20920,1072,361,86,142,95,5,,,11,372,142,558,372
20200816,NY,425508,,,,,,,,,425508,,,,28425,8698,6399,6734,1700,,,,1835,3059,6734,18632,3059
20200816,OH,108287,55693,25912,,2772,146,172,3104,6996,13492,6835,76575,24877,3826,2944,729,,42,2,1,49,26,33,87,3691,48
20200816,OK,48342,26392,3374,,1974,4436,,,1929,10237,9256,26300,12786,661,482,40,,15,63,,,23,38,46,526,89
20200816,OR,23262,9119,788,,653,539,461,448,7746,3508,8917,10869,3476,388,256,9,,17,7,6,4,36,53,47,272,69
20200816,PA,124460,42447,16889,,1763,,,,1510,61851,9976,29786,84698,7468,5357,1572,,159,,,,357,23,438,7007,23
20200816,PR,26006,,,,,,,,,26006,,,,335,,,,,,,,,335,,,
20200816,RI,20335,5483,1858,6981,,,,,576,5437,6981,7917,5437,1021,673,52,92,,,,,14,190,92,739,190
20200816,SC,106497,35354,27319,,803,,,,6428,35788,8599,49018,48878,2269,1054,790,,20,,,,60,363,78,1603,587
20200816,SD,10274,4713,1054,1268,735,1549,,,954,1,1268,9005,1,153,90,2,5,5,37,,,14,0,5,148,0
20200816,TN,133708,62356,25411,,1160,175,88,,18394,26124,20318,77510,35880,1366,810,436,,15,4,2,,79,20,107,1227,32
20200816,TX,535582,12602,7156,17989,730,,,,185,496920,17989,20673,496920,9983,3130,1235,5324,225,,,,65,4,5324,4655,4
20200816,UT,46652,19101,1112,17455,1056,981,2017,,5582,5062,17455,24135,5062,363,184,7,82,20,30,19,,27,18,82,263,18
20200816,VA,106687,25762,20331,28474,3116,127,,546,2552,25779,28474,52434,25779,2381,1292,586,260,126,2,,2,35,78,260,2043,78
20200816,VI,741,,,,,,,,,741,,,,9,,,,,,,,,9,,,
20200816,VT,1515,1254,167,,54,2,,,30,8,57,1453,5,58,54,,,2,,,,1,1,0,57,1
20200816,WA,67461,17400,2670,19869,2236,758,1164,1238,1021,21105,19869,26487,21105,1781,1178,58,244,137,40,29,20,36,39,244,1498,39
20200816,WI,70246,44612,9532,,1991,670,,,6392,7049,15495,45457,9294,1046,755,214,,30,11,,,19,17,123,902,21
20200816,WV,8564,6775,647,,,,,,743,399,,,,160,58,3,,,,,,,99,,,
20200816,WY,3286,1656,33,454,22,412,8,,150,622,454,2281,622,30,14,0,2,0,13,,,0,1,2,27,1
20200812,AK,4655,1015,120,,105,520,166,110,92,2527,203,1517,2935,27,11,0,,2,10,4,0,0,0,0,27,0
20200812,AL,104786,31308,27226,,383,,,,5352,40525,6471,47880,50434,1882,958,744,,4,,,,40,136,55,1543,284
20200812,AR,51114,25916,10840,,697,148,2226,,6275,5012,11338,39073,703,573,336,150,,8,3,35,,34,7,51,515,7
20200812,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
20200812,AZ,189443,34756,4700,48359,1628,10421,,,4725,84854,48359,56230,84854,4347,1717,135,1259,49,488,,,71,628,1259,2460,628
20200812,CA,586056,64551,16141,222781,20399,883,2197,3198,48781,207125,222781,156150,207125,10648,3075,850,4845,1252,41,48,60,130,347,4845,5456,347
20200812,CO,51756,19009,2551,19822,1086,300,196,693,424,7675,19822,24259,,1756,1105,117,397,56,12,5,23,7,31,397,1325,31
20200812,CT,50706,17757,6642,9633,721,49,,168,307,15429,9633,25644,15429,4450,3258,657,390,48,2,,34,20,41,390,4019,41
20200812,DC,12959,2554,6438,,195,29,35,,3389,319,3306,7799,1854,593,63,439,77,8,,,,6,0,77,516,0
20200812,DE,15765,5408,4008,3990,215,,,,763,1381,3990,10394,1381,592,364,151,42,1,,,,8,26,42,524,26
20200812,FL,550901,120507,78795,146983,,,,,31874,172742,146983,191856,212062,8898,4157,1689,2158,,,,,367,527,2158,5675,1065
20200812,GA,226153,53585,56869,28548,2819,136,215,,5983,77998,28548,98613,98992,4456,2069,1960,279,76,4,5,,18,45,279,4094,83
20200812,GU,449,44,,,151,,200,,22,32,,,,5,,,,,,,,,5,,,5
20200812,HI,3958,307,24,,580,,756,,58,2233,,,,38,,,,,,,,,38,,,
20200812,IA,49814,34373,3487,,1992,498,498,,498,8468,9465,32878,7472,953,766,42,,24,4,12,,4,97,62,774,115
20200812,ID,26133,12375,283,,195,200,73,942,2908,9157,4534,8881,12717,246,234,3,,2,2,,,4,1,28,218,0
20200812,IL,199893,49781,31955,57734,5040,273,430,,7313,47367,57734,94792,47367,7881,3452,2084,1583,363,10,9,,51,329,1583,5969,120
20200812,IN,76522,37652,8644,,935,,,,12099,17192,7747,27027,41748,3086,1869,408,,16,,,,380,413,61,1489,1536
20200812,KS,32547,21389,2414,,1056,213,,,1828,5647,10378,15003,7166,395,284,68,,9,3,,,18,13,60,315,20
20200812,KY,36945,19188,3015,,516,102,43,1461,,12620,3140,20345,13460,790,593,104,,10,0,,19,,64,26,667,97
20200812,LA,134304,46718,49262,,6360,343,162,,11434,20025,,,134304,4361,2081,2054,,28,4,6,,20,168,109,3946,306
20200812,MA,122000,38152,11324,24307,2566,,,,6767,38884,24307,58809,38884,8769,6608,724,608,223,,,,551,55,608,8106,55
20200812,MD,96384,21428,30803,24200,1771,,,,4290,13892,24200,58292,13892,3612,1533,1478,415,135,,,,37,14,415,3183,14
20200812,ME,4070,2526,893,,105,7,2,30,122,385,171,3259,640,126,113,4,,,,,,0,9,0,107,19
20200812,MI,98689,42572,24168,,1855,403,,6537,5969,17185,7895,64147,26646,6539,3426,2566,,79,19,,98,125,226,130,5427,980
20200812,MN,62303,28959,12985,,3752,561,126,1065,6863,7992,11571,40436,10296,1724,1335,166,,74,32,3,22,28,64,79,1573,72
20200812,MO,62530,28139,11881,,,,,2501,2501,17508,5627,36892,20009,1323,784,431,,,,,10,48,48,46,1119,157
20200812,MP,49,,,,,,,,,49,,,,2,,,,,,,,,2,,,
20200812,MS,68293,21502,28645,2195,230,1219,,,5172,9330,2195,41423,24675,1944,846,939,27,1,80,,,24,27,27,1698,219
20200812,MT,5268,2725,25,,16,633,,,41,1828,205,3107,1956,80,35,,,,18,,,,27,,,
20200812,NC,139061,57667,24702,,1758,1551,253,,16553,36577,35904,55162,47995,2249,1242,677,,30,32,4,,151,113,219,1809,221
20200812,ND,7970,,,,,,,,,7970,,,,104,,,,,,,,,104,,,
20200812,NE,29244,17900,1800,,1400,310,45,,1700,6089,10300,11900,7044,356,271,25,,18,10,0,,12,20,79,233,44
20200812,NH,6887,4435,343,806,182,,,,250,871,806,5210,871,420,389,9,11,4,,,,1,6,11,403,6
20200812,NJ,185938,42359,19606,35220,5828,,,,12953,69972,35220,80746,69972,15885,8455,2815,3138,866,,,,287,324,3138,12423,324
20200812,NM,22816,3132,419,9644,150,7839,,,,1632,9644,11540,1632,695,165,6,132,2,380,,,,10,132,553,10
20200812,NV,58048,11114,3053,13816,2709,180,,,6571,20605,13816,23627,20605,996,348,82,132,94,5,,,11,324,132,540,324
20200812,NY,422703,,,,,,,,,422703,,,,28386,8683,6388,6728,1698,,,,1837,3052,6728,18606,3052
20200812,OH,104248,53183,25310,,2700,138,169,2948,6735,13065,6588,73705,23955,3734,2877,705,,42,2,1,48,27,32,86,3600,48
20200812,OK,45398,24803,3136,,1897,4095,,,1814,9653,8447,23411,13540,627,455,39,,15,61,,,21,36,41,493,93
20200812,OR,22022,8906,767,,640,524,456,438,7529,2761,8652,10627,2743,375,249,9,,17,7,6,4,36,47,47,265,63
20200812,PA,121130,41012,16519,,1727,,,,1429,60443,9751,28765,82614,7385,5243,1545,,158,,,,351,88,431,6866,88
20200812,PR,24074,,,,,,,,,24074,,,,295,,,,,,,,,295,,,
20200812,RI,20129,5483,1858,6981,,,,,576,5231,6981,7917,5231,1018,673,52,92,,,,,14,187,92,739,187
20200812,SC,102974,34415,26594,,782,,,,6257,34142,8403,47059,47510,2144,980,769,,19,,,,57,336,74,1524,545
20200812,SD,9815,4374,1049,1244,732,1509,,,907,0,1244,8571,0,147,86,2,5,5,36,,,13,0,5,142,0
20200812,TN,126393,58694,24484,,1111,160,85,,17778,24081,19677,71459,35257,1289,758,419,,16,4,2,,74,16,106,1165,18
20200812,TX,506820,11765,6610,16853,726,,,,186,470680,16853,19287,470680,9034,2878,1149,4739,204,,,,60,4,4739,4291,4
20200812,UT,45090,18275,1072,17004,998,967,1911,,5443,4953,17004,23133,4953,351,179,6,79,20,29,19,,26,17,79,255,17
20200812,VA,102521,24353,19207,27799,2994,115,,507,2457,25089,27799,49633,25089,2352,1277,578,254,126,2,,2,35,78,254,2020,78
20200812,VI,639,,,,,,,,,639,,,,9,,,,,,,,,9,,,
20200812,VT,1478,1221,166,,54,2,,,28,7,54,1420,4,58,54,,,2,,,,1,1,0,57,1
20200812,WA,64702,15901,2469,18357,2101,711,1121,1075,946,22021,18357,24324,22021,1724,1139,58,232,134,39,28,20,35,39,232,1453,39
20200812,WI,66654,41967,9266,,1933,640,,,6162,6686,15061,42969,8624,1018,728,214,,30,11,,,19,16,120,876,22
20200812,WV,8008,6304,600,,,,,,726,378,,,,153,58,3,,,,,,,92,,,
20200812,WY,3086,1567,33,434,20,410,7,,145,603,434,2182,603,29,13,0,2,0,13,,,0,1,2,26,1
20200809,AK,4473,988,117,,103,488,149,107,91,2430,198,1461,2814,26,11,0,,2,9,4,0,0,0,0,26,0
20200809,AL,101334,30405,26613,,371,,,,5209,38734,6401,46600,48332,1768,897,709,,4,,,,36,122,52,1454,261
20200809,AR,49383,25178,10569,,686,143,2220,,6351,4236,11081,38302,0,544,319,147,,8,2,35,,33,0,48,496,0
20200809,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
20200809,AZ,186923,33934,4539,47028,1599,10289,,,4593,84941,47028,54954,84941,4150,1631,127,1189,49,481,,,70,603,1189,2358,603
20200809,CA,554160,61932,15502,213410,19659,842,2097,3046,47023,190649,213410,150101,190649,10293,2988,830,4692,1226,39,48,57,124,289,4692,5312,289
20200809,CO,50660,17378,2349,18193,1004,269,179,634,383,10265,18193,22196,10265,1763,1110,117,397,57,12,5,23,7,30,397,1331,30
20200809,CT,50320,17712,6575,9538,716,48,,158,311,15262,9538,25520,15262,4441,3256,656,384,48,2,,34,20,41,384,4016,41
20200809,DC,12753,2512,6283,,189,29,33,,3322,385,3265,7629,1859,591,63,437,77,8,,,,6,0,77,514,0
20200809,DE,15575,5337,3961,3941,211,,,,759,1366,3941,10268,1366,591,364,150,42,1,,,,8,26,42,523,26
20200809,FL,532806,115548,75929,140521,,,,,30473,170335,140521,183156,209129,8315,3848,1585,2044,,,,,342,496,2044,5293,978
20200809,GA,216596,50566,54274,27438,2663,132,203,,5649,75671,27438,93818,95340,4199,1924,1855,256,69,4,7,,23,61,256,3849,94
20200809,GU,412,37,,,120,,112,,119,24,,,,5,,,,,,,,,5,,,5
20200809,HI,3498,307,24,,580,,756,,58,1773,,,,31,,,,,,,,,31,,,
20200809,IA,48841,33213,3419,,2442,488,488,,488,8303,9280,32237,7815,931,743,41,,25,5,12,,4,99,63,754,113
20200809,ID,24671,11658,269,,189,171,70,883,2797,8634,4300,8351,12019,237,217,3,,2,2,,,4,9,26,202,9
20200809,IL,195380,48130,31453,56904,4970,262,428,,7160,46073,56904,92403,46073,7845,3425,2081,1579,362,10,9,,51,328,1579,5938,119
20200809,IN,74328,35864,8322,,906,,,,11763,17473,7625,26207,40496,3041,1838,398,,16,,,,377,412,60,1467,1514
20200809,KS,30638,20142,2280,,1023,203,,,1705,5285,9976,14038,6624,380,272,67,,9,3,,,18,11,59,304,17
20200809,KY,34982,16877,2865,,516,98,41,1389,,13196,2933,19276,12773,773,578,105,,10,0,,18,,62,27,655,91
20200809,LA,131399,37524,41962,,5120,260,133,,9557,36843,,,131399,4263,1931,1960,,29,4,5,,20,314,81,3686,496
20200809,MA,121040,37842,11254,24061,2546,,,,6675,38662,24061,58317,38662,8735,6578,722,607,222,,,,551,55,607,8073,55
20200809,MD,95503,20895,29841,23781,1726,,,,4191,15069,23781,56653,15069,3585,1523,1465,408,135,,,,36,18,408,3159,18
20200809,ME,4042,2493,892,,105,7,2,29,121,393,168,3228,646,125,111,4,,,,,,0,10,0,105,20
20200809,MI,96726,41400,24000,,1828,391,,6406,5827,16874,7738,62871,26116,6519,3409,2563,,79,18,,99,124,227,130,5410,977
20200809,MN,60898,28108,12631,,3676,540,125,1035,6752,8031,11382,39281,10235,1698,1321,162,,74,32,3,22,27,57,77,1556,65
20200809,MO,58927,27696,11785,,,,,2357,2357,14732,5362,35403,18154,1307,772,427,,,,,10,49,48,47,1104,155
20200809,MP,48,,,,,,,,,48,,,,2,,,,,,,,,2,,,
20200809,MS,66646,20669,27866,2156,220,1219,,,5246,9797,2156,39898,25119,1874,801,916,27,1,79,,,24,48,27,1642,227
20200809,MT,4952,2555,24,,14,560,,,40,1759,195,2873,1884,75,23,,,,11,,,,41,,,
20200809,NC,136218,55951,23982,,1694,1526,249,,16177,36639,35145,53256,47817,2168,1207,651,,29,30,4,,148,99,214,1752,202
20200809,ND,7596,,,,,,,,,7596,,,,98,,,,,,,,,98,,,
20200809,NE,28432,16900,1700,,1300,294,42,,1700,6496,10100,11100,7232,345,261,24,,18,10,0,,12,20,77,225,43
20200809,NH,6831,4382,342,785,181,,,,248,893,785,5153,893,419,388,9,11,4,,,,1,6,11,402,6
20200809,NJ,184773,41950,19478,34875,5792,,,,12838,69840,34875,80058,69840,15874,8455,2815,3138,866,,,,287,313,3138,12423,313
20200809,NM,22315,3016,412,9332,145,7774,,,,1636,9332,11347,1636,685,98,4,59,1,236,,,,287,59,339,287
20200809,NV,56230,10726,2889,12870,2581,180,,,6487,20497,12870,22863,20497,957,338,82,128,91,5,,,11,302,128,527,302
20200809,NY,420860,,,,,,,,,420860,,,,28364,8675,6383,6721,1694,,,,1841,3050,6721,18593,3050
20200809,OH,100848,50817,24670,,2600,140,167,2795,6503,13156,6346,70626,23876,3669,2829,693,,41,3,1,46,24,32,85,3538,46
20200809,OK,43566,23741,2982,,1854,3877,,,1729,9383,8447,23411,11708,603,438,38,,15,59,,,20,33,41,493,69
20200809,OR,21272,8383,732,,616,494,441,421,6973,3212,8048,10024,3200,356,232,9,,16,7,6,3,33,50,43,250,63
20200809,PA,118852,40001,16280,,1708,,,,1376,59487,9588,28068,81196,7314,5243,1545,,158,,,,351,17,431,6866,17
20200809,PR,22121,,,,,,,,,22121,,,,279,,,,,,,,,279,,,
20200809,RI,19738,5304,1797,6647,,,,,545,5445,6647,7646,5445,1014,669,52,89,,,,,14,190,89,735,190
20200809,SC,100435,32915,25434,,748,,,,5984,34603,8071,45202,47160,2031,919,721,,18,,,,54,336,69,1426,534
20200809,SD,9605,4201,1040,1233,731,1490,,,910,0,1233,8372,0,146,86,2,5,5,35,,,13,0,5,141,0
20200809,TN,122712,55187,23066,,1085,150,84,,17556,25584,19175,66653,36884,1223,712,406,,15,4,2,,72,12,105,1102,16
20200809,TX,486362,11056,6106,16035,722,,,,177,452266,16035,18061,452266,8459,2735,1086,4386,190,,,,58,4,4386,4069,4
20200809,UT,44127,17830,1058,16679,978,955,1846,,5352,4845,16679,22603,4845,336,172,6,77,18,29,17,,26,15,77,244,15
20200809,VA,100086,23623,18554,27438,2938,111,,485,2376,24561,27438,48087,24561,2326,1258,575,252,126,2,,2,34,77,252,1997,77
20200809,VI,528,,,,,,,,,528,,,,9,,,,,,,,,9,,,
20200809,VT,1459,1202,166,,54,2,,,28,7,53,1402,4,58,54,,,2,,,,1,1,0,57,1
20200809,WA,63072,15379,2357,17976,2064,689,1099,1054,911,21543,17976,23553,21543,1688,1118,57,217,132,39,26,18,35,46,217,1425,46
20200809,WI,64835,40612,9135,,1899,622,,,6045,6522,14862,41586,8387,1005,715,214,,30,10,,,19,17,121,857,27
20200809,WV,7694,5980,575,,,,,,707,432,,,,139,58,3,,,,,,,78,,,
20200809,WY,3050,1512,30,423,20,407,7,,144,630,423,2120,630,28,12,0,2,0,13,,,0,1,2,25,1
20200805,AK,4183,944,108,,98,461,137,101,73,2261,181,1411,2591,25,11,0,,2,9,3,0,0,0,0,25,0
20200805,AL,94654,28854,25330,,348,,,,4965,35155,6222,44538,43901,1695,862,682,,4,,,,35,112,50,1394,250
20200805,AR,46293,23573,9928,,659,129,2193,,5983,3828,10599,35694,0,508,302,136,,7,2,33,,30,0,45,465,0
20200805,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
20200805,AZ,182203,32128,4282,44377,1493,10099,,,4328,85496,44377,52330,85496,3932,1538,121,1106,48,472,,,67,580,1106,2246,580
20200805,CA,524722,58376,14475,198039,18392,792,1979,2755,45492,184422,198039,142261,184422,9703,2803,787,4362,1156,37,50,50,122,336,4362,5005,336
20200805,CO,48988,16705,2296,17482,974,260,169,608,361,10123,17482,21373,10123,1717,1080,115,388,55,12,5,23,6,29,388,1296,29
20200805,CT,50225,17564,6531,9473,712,47,,158,302,15438,9473,25314,15438,4437,3252,656,383,48,2,,34,20,42,383,4012,42
20200805,DC,12443,2479,6162,,187,29,32,,3268,286,3236,7486,1721,587,62,434,77,8,,,,6,0,77,510,0
20200805,DE,15296,5198,3896,3880,208,,,,747,1367,3880,10049,1367,587,362,150,40,1,,,,8,26,40,521,26
20200805,FL,502739,107679,71041,130755,,,,,27257,166007,130755,168896,203088,7751,3554,1478,1929,,,,,309,481,1929,4885,937
20200805,GA,201713,47054,51000,26014,2474,116,193,,5309,69553,26014,88105,87594,3984,1824,1762,238,68,3,7,,23,59,238,3648,98
20200805,GU,397,,,,135,,0,,219,43,,,,5,,,,,,,,,5,,,5
20200805,HI,2763,266,16,,468,,551,,51,1411,,,,27,,,,,,,,,27,,,
20200805,IA,47129,31732,3733,,2333,466,466,,466,7933,8866,30332,7466,900,722,41,,25,5,11,,5,89,61,731,107
20200805,ID,22707,10820,255,,180,148,65,799,2566,7874,3989,7730,10987,217,204,3,,2,2,,,4,2,23,193,1
20200805,IL,187752,45239,30573,55187,4846,261,415,,6871,44360,55187,88205,44360,7770,3392,2067,1570,358,10,9,,51,313,1570,5887,116
20200805,IN,69975,33788,7963,,883,,,,11346,15995,7323,24287,38365,3007,1822,393,,15,,,,374,403,57,1452,1296
20200805,KS,29717,19537,2205,,999,200,,,1615,5161,9710,13570,6437,368,263,66,,9,3,,,17,10,58,294,16
20200805,KY,32741,16819,2623,,516,91,42,1282,,11368,2936,17857,11948,752,559,102,,11,0,,18,,62,26,634,92
20200805,LA,125943,37524,41962,,5120,260,133,,9557,31387,,,125943,4096,1931,1960,,29,4,5,,20,147,81,3686,329
20200805,MA,119643,37344,11145,23548,2524,,,,6554,38528,23548,57567,38528,8659,6515,713,603,220,,,,553,55,603,8001,55
20200805,MD,92426,20106,28480,23217,1674,,,,4070,14879,23217,54330,14879,3536,1506,1447,404,133,,,,36,10,404,3122,10
20200805,ME,3992,2459,887,,104,7,2,30,119,384,165,3189,638,123,111,4,,,,,,0,8,0,105,18
20200805,MI,93893,39876,23766,,1785,371,,6205,5666,16224,7511,61030,25351,6478,3375,2556,,78,18,,100,120,231,129,5376,971
20200805,MN,57779,26475,11954,,3548,504,119,980,6549,7650,10932,37261,9586,1670,1301,157,,73,32,3,22,26,56,75,1531,64
20200805,MO,55321,26554,11617,,,,,2213,2766,12171,4978,33745,16596,1272,751,419,,,,,8,44,45,41,1074,155
20200805,MP,46,,,,,,,,,46,,,,2,,,,,,,,,2,,,
20200805,MS,63444,19458,26794,2101,200,1209,,,5015,8667,2101,38250,23093,1804,760,890,27,1,79,,,24,23,27,1575,202
20200805,MT,4429,2365,22,,12,502,,,38,1490,184,2667,1578,65,23,,,,11,,,,31,,,
20200805,NC,129288,52788,22680,,1593,1427,240,,15406,35154,33966,50064,45258,2050,1154,612,,29,29,4,,139,83,203,1672,175
20200805,ND,7057,,,,,,,,,7057,,,,96,,,,,,,,,96,,,
20200805,NE,27489,16400,1700,,1300,288,38,,1700,6063,9900,10700,6889,335,254,24,,18,10,0,,12,17,77,218,40
20200805,NH,6719,4309,341,758,176,,,,248,887,758,5074,887,418,387,9,11,4,,,,1,6,11,401,6
20200805,NJ,183327,41368,19257,34148,5714,,,,12774,70066,34148,79113,70066,15842,8455,2815,3138,866,,,,287,281,3138,12423,281
20200805,NM,21566,2898,401,8891,138,7707,,,,1531,8891,11144,1531,667,98,4,59,1,236,,,,269,59,339,269
20200805,NV,52828,9684,2532,11356,2296,156,,,5950,20854,11356,20618,20854,890,322,77,122,88,4,,,11,266,122,502,266
20200805,NY,418225,,,,,,,,,418225,,,,28334,8666,6381,6712,1693,,,,1838,3044,6712,18578,3044
20200805,OH,96305,47879,23787,,2508,127,165,2661,6290,12888,6094,66969,23242,3596,2776,682,,39,2,1,45,22,29,40,3472,84
20200805,OK,40564,22142,2764,,1797,3523,,,1601,8737,7507,20562,12495,583,426,36,,15,55,,,19,32,28,457,98
20200805,OR,19979,8117,710,,606,473,429,416,6738,2490,7802,9703,2474,338,229,9,,16,6,6,3,31,38,42,247,49
20200805,PA,115714,38575,15894,,1666,,,,1335,58244,9341,27066,79307,7244,5163,1522,,156,,,,348,55,431,6758,55
20200805,PR,19651,,,,,,,,,19651,,,,246,,,,,,,,,246,,,
20200805,RI,19481,5304,1797,6647,,,,478,545,4710,6647,8124,4710,1012,669,52,89,,,,0,14,188,89,735,188
20200805,SC,95472,31364,24236,,712,,,,6415,32742,7718,42452,44528,1894,845,693,,16,,,,50,304,65,1341,487
20200805,SD,9168,3882,1032,1214,725,1450,,,865,0,1214,7954,0,144,85,2,5,4,35,,,13,0,5,139,0
20200805,TN,114098,51004,22003,,1015,142,83,,16183,23668,18536,62165,33397,1144,661,384,,15,4,2,,70,8,104,1033,7
20200805,TX,459887,10268,5444,15165,711,,,,171,428128,15165,16594,428128,7497,2467,971,3822,180,,,,53,4,3822,3671,4
20200805,UT,42328,16947,1030,16143,925,919,1729,,5151,4691,16143,21494,4691,327,168,6,73,17,29,17,,25,15,73,239,15
20200805,VA,95049,22141,17345,26809,2829,109,,422,2242,23152,26809,45088,23152,2274,1231,561,244,126,2,,1,34,75,244,1955,75
20200805,VI,501,,,,,,,,,501,,,,9,,,,,,,,,9,,,
